country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Bahrain,BHR,2021-02-22,,278222.0,,,7712.0,,16.35,,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-02-23,,281425.0,,,7712.0,,16.54,,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-02-24,,284948.0,,,7712.0,,16.75,,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-02-25,,290103.0,,,7712.0,,17.05,,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-02-26,,292917.0,,,7712.0,,17.21,,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-02-27,,295296.0,,,7712.0,,17.35,,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-02-28,,298171.0,,,7712.0,,17.52,,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-01,,301103.0,,,7712.0,,17.7,,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-02,,302671.0,,,7712.0,,17.79,,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-03,,303962.0,,,7712.0,,17.86,,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-04,,305619.0,,,7712.0,,17.96,,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-05,,307142.0,,,7712.0,,18.05,,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-06,506519.0,307145.0,199374.0,,7712.0,29.77,18.05,11.72,4532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-07,509907.0,308465.0,201442.0,3388.0,7094.0,29.97,18.13,11.84,4169.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-08,512420.0,309741.0,202679.0,2513.0,6352.0,30.11,18.2,11.91,3733.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-09,514559.0,310644.0,203915.0,2139.0,5556.0,30.24,18.26,11.98,3265.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-10,517901.0,311829.0,206072.0,3342.0,4931.0,30.44,18.33,12.11,2898.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-11,520429.0,312104.0,208325.0,2528.0,4191.0,30.58,18.34,12.24,2463.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-12,522344.0,312119.0,210225.0,1915.0,3362.0,30.7,18.34,12.35,1976.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bahrain,BHR,2021-03-13,534625.0,322508.0,212117.0,12281.0,4015.0,31.42,18.95,12.47,2360.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bangladesh,BGD,2021-01-26,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-01-27,26.0,26.0,,26.0,26.0,0.0,0.0,,0.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-01-28,567.0,567.0,,541.0,284.0,0.0,0.0,,2.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-01-29,,,,,1209.0,,,,7.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-01-30,,,,,1671.0,,,,10.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-01-31,,,,,1949.0,,,,12.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-01,,,,,2134.0,,,,13.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-02,,,,,2266.0,,,,14.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-03,,,,,2700.0,,,,16.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-04,,,,,3059.0,,,,19.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-05,,,,,3059.0,,,,19.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-06,,,,,3059.0,,,,19.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-07,31160.0,31160.0,,,3059.0,0.02,0.02,,19.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-08,,,,,13205.0,,,,80.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-09,179318.0,179318.0,,,23351.0,0.11,0.11,,142.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-10,337769.0,337769.0,,158451.0,45549.0,0.21,0.21,,277.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-11,,,,,64108.0,,,,389.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-12,,,,,82667.0,,,,502.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-13,736680.0,736680.0,,,101226.0,0.45,0.45,,615.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-14,906033.0,906033.0,,169353.0,124982.0,0.55,0.55,,759.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-15,1132711.0,1132711.0,,226678.0,146782.0,0.69,0.69,,891.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-16,1359613.0,1359613.0,,226902.0,168614.0,0.83,0.83,,1024.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-17,1586368.0,1586368.0,,226755.0,178371.0,0.96,0.96,,1083.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-18,1848313.0,1848313.0,,261945.0,196796.0,1.12,1.12,,1195.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-19,,,,,194555.0,,,,1181.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-20,2082877.0,2082877.0,,,192314.0,1.26,1.26,,1168.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-21,,,,,184212.0,,,,1119.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-22,2308157.0,2308157.0,,,167921.0,1.4,1.4,,1020.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-23,2491053.0,2491053.0,,182896.0,161634.0,1.51,1.51,,981.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-24,2673038.0,2673038.0,,181985.0,155239.0,1.62,1.62,,943.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-25,2850940.0,2850940.0,,177902.0,143232.0,1.73,1.73,,870.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-26,,,,,136037.0,,,,826.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-27,2984773.0,2984773.0,,,128842.0,1.81,1.81,,782.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-02-28,3110525.0,3110525.0,,125752.0,130715.0,1.89,1.89,,794.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-03-01,,,,,131123.0,,,,796.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-03-02,3341505.0,3341505.0,,,121493.0,2.03,2.03,,738.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-03-03,,,,,112614.0,,,,684.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-03-04,3581169.0,3581169.0,,,104318.0,2.17,2.17,,633.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-03-05,,,,,99568.0,,,,605.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-03-06,,,,,94817.0,,,,576.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-03-07,3682152.0,3682152.0,,,81661.0,2.24,2.24,,496.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-03-08,,,,,88863.0,,,,540.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-03-09,4013963.0,4013963.0,,,96065.0,2.44,2.44,,583.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-03-10,,,,,93530.0,,,,568.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Bangladesh,BGD,2021-03-11,4218127.0,4218127.0,,,90994.0,2.56,2.56,,553.0,Oxford/AstraZeneca,Directorate General of Health Services,https://dghs.gov.bd/images/docs/Press%20Release/Covid-19-Vaccination-Update-11-3-2021.pdf
Barbados,BRB,2021-02-15,4490.0,4490.0,,,,1.56,1.56,,,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-16,6683.0,6683.0,,2193.0,2193.0,2.33,2.33,,7631.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-17,9115.0,9115.0,,2432.0,2312.0,3.17,3.17,,8045.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-18,11494.0,11494.0,,2379.0,2335.0,4.0,4.0,,8125.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-19,14411.0,14411.0,,2917.0,2480.0,5.01,5.01,,8630.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-20,15837.0,15837.0,,1426.0,2269.0,5.51,5.51,,7896.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-21,16544.0,16544.0,,707.0,2009.0,5.76,5.76,,6991.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-22,19089.0,19089.0,,2545.0,2086.0,6.64,6.64,,7259.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-23,22037.0,22037.0,,2948.0,2193.0,7.67,7.67,,7631.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-24,25578.0,25578.0,,3541.0,2352.0,8.9,8.9,,8185.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-25,29283.0,29283.0,,3705.0,2541.0,10.19,10.19,,8842.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-26,33633.0,33633.0,,4350.0,2746.0,11.7,11.7,,9556.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-27,36749.0,36749.0,,3116.0,2987.0,12.79,12.79,,10394.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-02-28,38615.0,38615.0,,1866.0,3153.0,13.44,13.44,,10972.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-03-01,41125.0,41125.0,,2510.0,3148.0,14.31,14.31,,10954.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-03-02,43235.0,43235.0,,2110.0,3028.0,15.05,15.05,,10537.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-03-03,44859.0,44859.0,,1624.0,2754.0,15.61,15.61,,9583.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-03-04,46442.0,46442.0,,1583.0,2451.0,16.16,16.16,,8529.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-03-05,48480.0,48480.0,,2038.0,2121.0,16.87,16.87,,7381.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-03-06,48886.0,48886.0,,406.0,1734.0,17.01,17.01,,6034.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-03-07,49317.0,49317.0,,431.0,1529.0,17.16,17.16,,5321.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-03-08,49393.0,49393.0,,76.0,1181.0,17.19,17.19,,4110.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-03-09,49757.0,49757.0,,364.0,932.0,17.31,17.31,,3243.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-03-10,50263.0,50263.0,,506.0,772.0,17.49,17.49,,2686.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Barbados,BRB,2021-03-11,50703.0,50703.0,,440.0,609.0,17.64,17.64,,2119.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4014237895274917/5
Belarus,BLR,2020-12-28,0.0,0.0,,,,0.0,0.0,,,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2020-12-29,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2020-12-30,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2020-12-31,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-01,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-02,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-03,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-04,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-05,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-06,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-07,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-08,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-09,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-10,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-11,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-12,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-13,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-14,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-15,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-16,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-17,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-18,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-19,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-20,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-21,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-22,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-23,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-24,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-25,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-26,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-27,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belarus,BLR,2021-01-28,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
